uniqid_eco4,NWALT74_12_eco4,NWALT74_21_eco4,NWALT74_22_eco4,NWALT74_23_eco4,NWALT74_24_eco4,NWALT74_25_eco4,NWALT74_26_eco4,NWALT74_27_eco4,NWALT74_31_eco4,NWALT74_32_eco4,NWALT74_33_eco4,NWALT74_41_eco4,NWALT74_43_eco4,NWALT74_44_eco4,NWALT74_45_eco4,NWALT74_46_eco4,NWALT74_50_eco4,NWALT74_60_eco4,NWALT74_9999_eco4
1,0.14,0.50,0.16,0.15,0.05,0.05,0.41,0.32,0.03,0.40,0.04,0.00,11.02,1.89,0.27,4.39,76.29,0.15,0.00
2,0.00,0.25,0.04,0.01,0.01,0.03,0.08,0.17,0.00,0.02,0.00,0.00,77.93,0.98,0.02,1.18,19.26,0.02,0.00
3,0.00,0.34,0.05,0.02,0.01,0.03,0.10,0.16,0.00,0.06,0.01,0.00,35.46,1.55,0.49,3.03,58.61,0.04,0.00
4,0.00,0.12,0.02,0.01,0.01,0.00,0.08,0.17,0.00,0.01,0.00,0.00,34.09,2.07,0.06,3.92,58.31,0.00,0.00
5,0.15,0.90,0.49,0.42,0.11,0.24,0.95,0.92,0.31,0.38,0.18,0.00,41.39,5.46,0.39,3.33,39.73,0.17,0.00
6,0.00,0.30,0.17,0.02,0.07,0.15,0.83,0.23,0.00,0.51,0.00,0.00,45.11,0.70,0.28,31.03,19.27,0.00,0.00
7,0.00,0.15,0.04,0.02,0.01,0.03,0.17,0.28,0.04,0.05,0.05,0.00,20.06,2.28,0.16,8.34,68.08,0.17,0.00
8,0.00,0.41,0.26,0.03,0.01,0.09,0.33,0.30,0.00,0.05,0.00,0.00,89.86,0.80,0.00,1.16,6.69,0.00,0.00
9,0.00,0.39,0.08,0.06,0.01,0.00,0.36,0.29,0.00,0.04,0.00,0.00,78.46,0.33,0.00,5.45,14.53,0.00,0.00
10,0.00,0.23,0.08,0.02,0.01,0.00,0.16,0.20,0.00,0.01,0.01,0.00,68.41,1.65,0.05,11.06,18.11,0.00,0.00
11,0.01,0.06,0.00,0.00,0.05,0.00,0.00,0.02,0.00,0.08,0.00,0.00,0.74,0.23,0.12,1.55,95.88,0.00,0.00
12,0.00,0.53,0.35,0.26,0.08,0.14,0.15,0.18,0.01,0.28,0.01,0.00,6.73,0.09,0.06,64.18,22.28,0.20,0.00
13,0.03,0.60,0.23,0.06,0.02,0.03,0.33,0.70,0.00,0.31,0.01,0.01,1.62,5.88,0.29,13.41,73.13,0.22,0.00
14,0.00,0.13,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.00,0.00,0.00,3.95,0.19,0.19,13.85,81.65,0.00,0.00
15,0.03,0.13,0.01,0.00,0.00,0.00,0.03,0.06,0.00,0.08,0.00,0.00,0.19,0.48,1.43,0.85,95.57,0.89,0.00
16,0.06,0.10,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.02,0.03,0.09,0.06,98.63,0.99,0.00
17,0.00,0.16,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.01,0.00,0.00,0.40,0.04,0.05,3.83,94.04,1.39,0.00
18,0.02,0.12,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.04,0.00,0.00,0.00,0.01,0.21,0.81,93.04,5.52,0.00
19,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.19,0.03,0.13,2.07,89.45,7.70,0.00
20,0.00,0.05,0.00,0.00,0.08,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.16,0.04,0.20,2.86,85.24,11.25,0.00
21,0.00,0.11,0.00,0.00,0.03,0.00,0.01,0.02,0.00,0.01,0.00,0.00,0.94,0.10,0.09,36.99,58.65,2.23,0.00
22,0.02,0.03,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.02,99.46,0.38,0.00
23,0.02,0.12,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.00,1.28,0.99,0.75,5.04,90.80,0.37,0.00
24,0.02,0.54,0.20,0.10,0.04,0.12,0.51,0.30,0.01,0.22,0.04,0.00,38.67,2.31,2.38,27.57,24.51,2.25,0.00
25,0.02,0.03,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.01,0.00,0.00,0.03,0.01,0.00,0.23,82.64,16.97,0.00
26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.28,35.32,64.08,0.00
27,0.02,0.58,0.23,0.13,0.04,0.02,0.46,1.20,0.00,0.39,0.12,0.05,13.02,0.97,1.52,1.30,76.46,2.95,0.00
28,0.88,0.33,0.01,0.00,0.00,0.00,0.05,0.06,0.00,0.31,0.00,0.00,0.04,0.72,9.06,1.25,86.57,0.00,0.00
29,0.19,0.99,1.41,0.47,0.30,0.49,2.77,1.59,0.20,0.23,0.02,0.00,50.45,17.47,1.15,7.83,11.76,0.07,0.00
30,0.01,0.11,0.01,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,1.98,0.28,0.02,0.65,90.22,6.70,0.00
31,0.61,0.62,0.15,0.01,0.02,0.00,0.30,0.35,0.00,0.23,0.00,0.00,5.26,4.91,11.71,44.37,30.50,0.01,0.00
32,0.86,0.19,0.07,0.00,0.01,0.00,0.08,0.35,0.00,0.09,0.00,0.00,58.37,4.01,1.34,9.02,25.17,0.00,0.00
33,2.95,1.00,0.85,0.28,0.16,0.36,1.33,1.25,0.38,0.17,0.03,0.01,62.88,9.36,0.22,1.04,10.91,0.01,0.00
34,0.02,0.16,0.02,0.00,0.00,0.00,0.02,0.04,0.00,0.02,0.00,0.00,2.08,1.28,0.79,19.20,75.78,0.00,0.00
35,0.05,0.17,0.01,0.02,0.00,0.00,0.02,0.12,0.00,0.01,0.02,0.00,12.86,2.86,0.23,18.14,64.99,0.07,0.00
36,0.01,0.26,0.08,0.23,0.02,0.00,0.08,0.17,0.08,0.26,0.03,0.00,5.91,3.10,0.88,52.09,36.27,0.14,0.00
37,0.02,0.69,0.49,0.17,0.06,0.17,0.66,0.95,0.00,0.11,0.04,0.00,59.31,21.28,0.60,5.93,8.50,0.01,0.00
38,0.02,0.23,0.02,0.00,0.02,0.00,0.06,0.12,0.12,0.07,0.01,0.00,4.91,2.39,0.62,47.32,43.46,0.04,0.00
39,0.08,0.10,0.01,0.02,0.01,0.00,0.00,0.01,0.01,0.00,0.02,0.03,0.02,0.24,0.01,0.08,77.31,0.00,0.00
40,0.09,0.64,0.62,0.19,0.19,0.27,0.99,0.81,1.06,0.76,0.02,0.05,0.74,3.37,1.26,6.86,81.16,0.00,0.00
41,0.78,0.87,0.04,0.03,0.00,0.00,0.10,0.25,0.00,0.03,0.01,0.00,0.84,5.62,19.18,35.81,36.42,0.00,0.00
42,0.07,0.69,0.07,0.00,1.33,0.02,0.36,0.09,0.00,0.07,0.02,0.04,2.40,2.27,0.01,1.77,88.62,1.91,0.00
43,0.02,0.38,0.02,0.00,0.04,0.00,0.00,0.01,0.00,0.00,0.00,0.03,0.00,0.02,0.00,1.17,75.51,0.00,0.00
44,0.05,0.42,0.00,0.00,0.12,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.15,0.51,0.02,5.57,93.08,0.00,0.00
45,0.04,0.17,0.02,0.03,0.00,0.00,0.01,0.04,0.01,0.02,0.02,0.01,0.71,2.08,0.09,11.86,84.70,0.00,0.00
46,0.01,0.25,0.06,0.04,0.01,0.01,0.22,0.09,0.02,0.20,0.01,0.12,1.57,4.46,0.35,11.36,80.35,0.00,0.00
47,0.00,0.06,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.04,0.00,0.11,0.01,0.10,0.03,0.52,98.84,0.25,0.00
48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.67,90.46,8.86,0.00
49,0.41,3.18,5.92,2.77,1.83,4.40,12.86,1.56,7.69,1.21,0.15,0.21,12.23,23.44,0.60,1.11,10.60,0.00,0.00
50,6.84,0.08,0.01,0.02,0.00,0.00,0.00,0.03,0.02,0.05,0.04,0.02,1.26,3.39,0.19,0.13,72.68,0.00,0.00
51,0.05,0.08,0.00,0.05,0.00,0.00,0.00,0.01,0.00,0.00,0.03,0.05,0.06,0.20,0.02,0.42,91.86,0.00,0.00
52,1.02,0.74,0.38,0.11,0.09,0.13,1.52,0.82,0.36,0.31,0.09,0.00,44.12,22.91,1.90,6.00,18.82,0.00,0.00
53,0.05,0.22,0.03,0.03,0.01,0.01,0.04,0.15,0.00,0.05,0.03,0.11,1.56,1.36,0.08,1.99,93.39,0.00,0.00
54,0.01,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.31,0.06,0.18,0.09,11.97,87.30,0.00,0.00
55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.21,0.00,0.00,0.00,1.69,98.09,0.00,0.00
56,0.22,0.16,0.04,0.01,0.01,0.01,0.04,0.22,0.00,0.08,0.02,0.35,0.20,2.07,0.66,11.83,83.91,0.00,0.00
57,0.49,0.10,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,3.63,0.72,1.73,93.30,0.00,0.00
58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.24,97.02,2.41,0.00
59,0.11,0.20,0.01,0.00,0.00,0.00,0.01,0.03,0.00,0.01,0.01,0.02,0.08,1.28,0.10,2.67,95.46,0.00,0.00
60,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.13,0.00,0.00,0.00,0.75,98.46,0.58,0.00
61,0.01,0.09,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.05,0.01,0.21,0.05,4.65,94.91,0.01,0.00
62,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.85,98.91,0.20,0.00
63,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.37,98.85,0.75,0.00
64,0.00,0.17,0.00,0.02,0.00,0.00,0.00,0.02,0.00,0.01,0.03,0.10,0.17,0.29,0.03,0.97,97.54,0.62,0.00
65,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,1.08,97.44,1.39,0.00
66,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.75,99.23,0.00,0.00
67,0.00,0.11,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.01,0.00,0.01,0.02,1.78,94.16,3.86,0.00
68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.69,70.03,29.22,0.00
69,0.12,0.23,0.03,0.01,0.00,0.00,0.05,0.13,0.00,0.05,0.05,0.06,1.32,3.41,1.14,12.86,80.51,0.00,0.00
70,0.01,0.33,0.25,0.12,0.06,0.10,0.40,0.31,0.38,0.36,0.01,0.06,0.09,0.07,0.01,3.61,93.59,0.24,0.00
71,0.00,0.05,0.01,0.00,0.01,0.00,0.01,0.02,0.00,0.03,0.00,0.03,0.00,0.01,0.00,1.77,96.82,1.21,0.00
72,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.21,99.74,0.02,0.00
73,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,94.32,5.68,0.00
74,0.41,0.27,0.09,0.03,0.06,0.00,0.18,0.19,0.00,0.35,0.02,0.05,0.84,0.67,0.05,0.20,87.99,0.42,0.00
75,0.00,0.10,0.01,0.05,0.01,0.00,0.00,0.13,0.00,0.03,0.00,0.78,0.13,0.06,0.00,0.02,95.25,1.30,0.00
76,0.01,0.18,0.04,0.01,0.00,0.00,0.00,0.24,0.00,0.05,0.01,0.04,0.21,0.15,0.01,0.06,96.43,2.53,0.00
77,0.00,0.21,0.01,0.00,0.00,0.00,0.01,0.01,0.00,0.01,0.00,0.01,0.05,0.02,0.00,0.00,96.12,3.55,0.00
78,0.00,0.07,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.00,94.45,5.41,0.00
79,0.00,0.45,0.28,0.23,0.09,0.09,1.03,0.59,1.34,1.03,0.06,0.12,0.88,1.42,0.52,3.03,87.77,0.93,0.00
80,0.00,0.05,0.00,0.03,0.01,0.00,0.01,0.02,0.04,0.13,0.02,0.04,0.00,0.00,0.01,0.34,95.90,3.40,0.00
81,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.45,95.45,4.10,0.00
82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00
83,0.00,0.22,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.06,0.00,0.00,0.00,0.00,99.57,0.14,0.00
84,0.00,0.04,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.02,98.84,1.07,0.00
85,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.31,51.97,47.09,0.00
86,0.06,0.41,0.02,0.00,0.00,0.00,0.04,0.03,0.00,0.06,0.01,0.00,0.08,0.36,0.55,1.49,96.24,0.16,0.00
87,0.04,0.35,0.16,0.01,0.00,0.00,0.11,0.30,0.00,0.05,0.00,0.00,6.35,19.86,4.28,47.28,19.70,0.00,0.00
88,0.36,0.62,0.47,0.11,0.11,0.08,0.75,1.12,0.00,0.98,0.01,0.00,18.54,23.99,2.64,14.11,15.85,0.00,0.00
89,0.03,0.91,0.38,0.01,0.00,0.00,0.87,0.57,0.00,1.29,0.00,0.00,2.85,4.68,0.25,6.67,80.09,0.00,0.00
90,0.02,0.16,0.01,0.00,0.00,0.00,0.01,0.04,0.00,0.10,0.00,0.00,0.21,0.80,0.72,45.89,51.52,0.00,0.00
91,0.00,0.14,0.04,0.01,0.00,0.00,0.09,0.32,0.00,0.17,0.00,0.00,58.77,4.27,0.01,5.75,30.39,0.00,0.00
92,0.01,0.09,0.01,0.00,0.00,0.01,0.00,0.03,0.00,0.00,0.00,0.00,0.14,0.17,0.80,9.72,88.60,0.00,0.01
93,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.37,80.56,18.57,0.00
94,0.00,0.00,0.01,0.00,0.00,0.00,0.01,0.01,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.02,99.78,0.08,0.00
95,0.01,0.55,0.10,0.03,0.01,0.02,0.19,0.25,0.01,0.45,0.00,0.01,7.91,0.86,0.28,15.98,70.69,0.00,0.00
96,0.03,0.16,0.03,0.01,0.00,0.00,0.05,0.07,0.00,0.09,0.00,0.00,0.04,0.24,0.27,0.36,97.27,0.06,0.00
97,0.05,0.12,0.03,0.01,0.00,0.01,0.05,0.09,0.00,0.14,0.00,0.00,0.07,0.22,0.22,0.82,96.73,0.09,0.01
98,0.12,0.60,0.23,0.10,0.00,0.00,0.38,0.61,0.00,0.78,0.05,0.00,25.42,2.49,0.74,3.51,61.69,0.03,0.04
99,0.01,0.00,0.02,0.01,0.00,0.00,0.07,0.10,0.00,0.05,0.00,0.00,3.07,0.31,0.42,3.66,92.28,0.00,0.00
100,0.07,0.23,0.04,0.02,0.01,0.03,0.08,0.07,0.02,0.36,0.01,0.06,0.02,0.12,0.05,0.16,98.06,0.19,0.00
101,0.01,0.04,0.01,0.00,0.00,0.00,0.01,0.02,0.00,0.01,0.00,0.00,0.01,0.02,0.05,0.07,96.55,2.88,0.00
102,0.02,0.17,0.02,0.00,0.00,0.00,0.02,0.06,0.00,0.09,0.00,0.01,0.02,0.03,0.02,0.03,93.28,5.53,0.02
103,0.05,0.29,0.05,0.01,0.01,0.01,0.08,0.15,0.00,0.10,0.00,0.02,1.31,1.52,1.24,5.36,86.71,0.00,0.00
104,0.03,1.15,2.30,0.82,0.57,2.17,5.89,1.75,2.42,2.52,0.20,0.00,11.33,2.78,1.94,6.32,55.92,0.02,0.00
105,0.20,0.43,0.10,0.09,0.03,0.00,0.14,0.62,0.00,0.12,0.01,0.00,0.95,2.18,0.36,0.30,89.33,0.14,0.00
106,0.23,0.44,0.15,0.04,0.01,0.01,0.17,0.31,0.00,0.37,0.01,0.01,0.67,0.90,1.52,1.68,78.97,0.42,0.00
107,0.03,0.20,0.03,0.01,0.02,0.01,0.20,0.27,0.08,0.52,0.08,0.00,6.19,0.44,0.31,2.11,85.23,0.07,0.00
108,0.06,0.00,0.00,0.00,0.02,0.00,0.02,0.10,0.00,0.23,0.00,0.05,0.06,0.14,0.41,0.88,97.05,0.00,0.00
109,0.01,0.11,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.01,0.02,0.05,1.33,98.21,0.20,0.02
110,0.01,0.06,0.01,0.00,0.00,0.00,0.01,0.02,0.00,0.02,0.00,0.00,0.01,0.05,0.05,0.09,96.18,2.90,0.01
111,0.04,0.06,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.09,0.06,0.02,2.03,89.08,8.52,0.00
112,0.01,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,46.01,53.86,0.00
113,0.00,0.25,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,52.49,46.98,0.00
114,0.15,0.03,0.05,0.00,0.05,0.00,0.10,0.06,0.00,0.40,0.00,0.00,0.00,0.03,0.03,12.56,86.28,0.21,0.00
115,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,25.98,73.69,0.00
116,0.10,0.05,0.01,0.00,0.01,0.00,0.03,0.05,0.00,0.09,0.01,0.00,0.32,0.46,0.55,36.14,61.57,0.07,0.00
117,1.53,0.28,0.13,0.02,0.05,0.00,0.20,0.24,0.00,1.05,0.01,0.00,2.26,5.41,3.59,8.45,60.57,7.12,0.00
118,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.78,64.67,30.77,0.00
119,0.01,0.03,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.12,0.03,0.00,0.53,90.30,8.96,0.00
120,0.01,0.04,0.01,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.00,0.00,0.01,0.12,0.06,2.30,96.19,1.00,0.00
121,0.07,0.02,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.00,0.01,0.00,0.02,0.01,2.88,95.26,1.53,0.00
122,0.33,0.39,0.13,0.06,0.06,0.05,0.28,0.12,0.21,0.28,0.03,0.05,1.12,0.79,4.92,25.66,64.53,0.82,0.00
123,0.35,0.48,0.11,0.06,0.02,0.08,0.14,0.25,0.01,0.15,0.02,0.13,4.67,9.04,2.63,40.86,40.53,0.06,0.00
124,0.10,0.09,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.00,0.02,0.08,0.51,0.43,44.34,54.15,0.16,0.00
125,0.09,0.21,0.01,0.00,0.00,0.00,0.01,0.06,0.00,0.13,0.00,0.00,0.05,2.16,4.46,65.00,27.70,0.00,0.00
126,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,17.12,81.40,1.47,0.00
127,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,8.36,91.48,0.00,0.00
128,4.19,0.00,0.00,0.00,0.01,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.01,0.06,0.24,34.29,53.04,0.12,0.00
129,0.01,0.02,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.30,0.15,5.88,89.03,4.44,0.00
130,0.01,0.03,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.20,0.22,21.77,77.39,0.31,0.00
131,0.02,0.19,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.02,0.01,0.08,0.04,7.63,90.81,1.07,0.00
132,0.02,0.24,0.01,0.00,0.00,0.00,0.01,0.04,0.00,0.01,0.00,0.00,0.04,0.11,0.11,13.48,85.84,0.06,0.00
133,0.68,0.95,0.15,0.08,0.03,0.08,0.13,0.27,0.00,0.14,0.08,0.62,4.74,10.08,3.36,41.48,36.77,0.01,0.00
134,0.03,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.27,0.02,7.15,92.41,0.00,0.00
135,0.02,0.09,0.02,0.00,0.01,0.00,0.00,0.02,0.00,0.00,0.00,0.01,0.03,0.06,0.02,2.68,89.46,6.62,0.00
136,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.75,22.97,76.20,0.00
137,0.05,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,4.95,82.53,12.34,0.00
138,0.01,0.31,0.03,0.01,0.03,0.00,0.07,0.12,0.09,0.10,0.01,0.03,0.01,0.28,1.03,3.86,91.77,2.13,0.00
139,0.01,0.32,0.03,0.02,0.00,0.03,0.08,0.03,0.01,0.41,0.00,0.19,0.01,0.13,0.61,1.59,96.45,0.00,0.00
140,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,4.50,93.66,1.39,0.00
141,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,17.34,80.87,1.73,0.00
142,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.58,95.36,0.00,0.00
143,0.30,0.07,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.06,0.06,5.64,84.09,9.56,0.00
144,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,2.93,61.32,34.98,0.00
145,0.37,0.08,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.02,0.00,0.00,0.01,0.05,0.03,3.98,58.36,36.93,0.00
146,0.47,0.17,0.01,0.00,0.00,0.00,0.02,0.03,0.00,0.05,0.01,0.00,0.03,0.01,0.03,0.40,32.39,60.10,0.00
147,0.06,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.00,0.00,0.02,0.00,2.68,78.10,17.44,0.00
148,0.01,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.01,1.03,98.34,0.14,0.00
149,0.02,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.18,0.00,0.07,0.00,0.01,0.02,12.42,86.92,0.14,0.00
150,4.88,0.31,0.08,0.01,0.07,0.00,0.13,0.40,0.00,0.15,0.00,0.00,2.40,5.19,1.81,14.13,39.57,25.43,0.00
151,0.11,0.05,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.22,0.15,0.18,9.83,88.35,0.14,0.00
152,1.52,0.51,0.01,0.00,0.00,0.00,0.00,0.11,0.00,0.00,0.00,0.00,3.83,12.86,10.53,31.31,38.22,0.00,0.00
153,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.07,0.00,0.01,0.00,0.01,0.04,7.60,91.61,0.52,0.00
154,0.00,0.07,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.24,0.00,0.06,0.02,14.29,85.26,0.00,0.00
155,2.00,1.16,1.06,0.25,0.15,0.38,1.38,1.30,0.83,0.93,0.04,0.01,5.16,15.95,6.96,18.59,43.24,0.02,0.00
156,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.05,0.44,0.08,16.02,83.15,0.18,0.00
157,0.73,0.32,0.01,0.00,0.00,0.00,0.01,0.18,0.00,0.11,0.00,0.00,3.79,5.08,2.33,55.68,30.02,0.00,0.00
158,0.00,0.06,0.01,0.00,0.00,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.03,0.01,0.08,11.36,81.46,6.88,0.00
159,0.13,0.64,0.30,0.11,0.05,0.08,0.37,0.65,0.00,0.45,0.02,0.04,7.98,10.74,1.99,52.51,21.35,0.00,0.00
160,0.07,0.07,0.01,0.00,0.00,0.00,0.01,0.04,0.01,0.01,0.00,0.00,0.16,0.28,0.24,1.62,89.31,7.90,0.00
161,0.01,0.04,0.00,0.03,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.01,0.01,0.16,0.20,47.76,51.63,0.00,0.00
162,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,3.68,96.12,0.00,0.00
163,0.36,0.17,0.02,0.02,0.00,0.01,0.04,0.04,0.00,0.05,0.01,0.06,0.17,1.17,0.21,13.81,83.20,0.03,0.00
164,0.19,0.17,0.02,0.01,0.01,0.00,0.06,0.06,0.00,0.06,0.02,0.01,1.13,3.27,0.28,44.74,49.28,0.23,0.00
165,3.49,0.35,0.08,0.02,0.01,0.03,0.21,0.20,0.00,0.08,0.06,0.01,0.80,21.31,2.76,4.07,61.85,0.01,0.00
166,0.30,0.10,0.01,0.00,0.00,0.00,0.02,0.02,0.00,0.02,0.00,0.03,0.02,0.63,0.18,15.53,82.78,0.14,0.00
167,0.09,0.20,0.01,0.04,0.00,0.00,0.02,0.03,0.00,0.06,0.01,0.27,0.02,0.10,0.04,7.66,91.13,0.00,0.00
168,1.09,0.36,0.10,0.03,0.02,0.07,0.15,0.11,0.00,0.23,0.05,0.02,0.02,2.78,1.63,14.51,77.42,0.00,0.00
169,0.46,0.23,0.04,0.01,0.00,0.02,0.08,0.11,0.00,0.10,0.03,0.02,3.19,3.20,0.25,60.52,30.70,0.00,0.00
170,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.53,97.47,1.13,0.00
171,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.28,98.64,0.19,0.00
172,0.01,0.05,0.02,0.00,0.00,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.06,99.33,0.20,0.00
173,0.00,0.06,0.01,0.00,0.00,0.00,0.01,0.03,0.00,0.02,0.00,0.01,0.00,0.00,0.00,1.05,98.51,0.08,0.00
174,0.00,0.02,0.01,0.00,0.00,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.90,97.97,0.68,0.00
175,0.02,0.21,0.01,0.00,0.01,0.00,0.04,0.06,0.21,0.12,0.00,0.01,0.17,0.62,0.18,0.85,97.00,0.22,0.00
176,0.01,0.60,0.19,0.03,0.03,0.00,0.66,0.40,0.00,0.70,0.01,0.02,3.59,11.66,1.51,0.54,76.98,0.14,0.00
