uniqid_huc10,atmdep_so4_1985_huc10,atmdep_so4_1986_huc10,atmdep_so4_1987_huc10,atmdep_so4_1988_huc10,atmdep_so4_1989_huc10,atmdep_so4_1990_huc10,atmdep_so4_1991_huc10,atmdep_so4_1992_huc10,atmdep_so4_1993_huc10,atmdep_so4_1994_huc10,atmdep_so4_1995_huc10,atmdep_so4_1996_huc10,atmdep_so4_1997_huc10,atmdep_so4_1998_huc10,atmdep_so4_1999_huc10,atmdep_so4_2000_huc10,atmdep_so4_2001_huc10,atmdep_so4_2002_huc10,atmdep_so4_2003_huc10,atmdep_so4_2004_huc10,atmdep_so4_2005_huc10,atmdep_so4_2006_huc10,atmdep_so4_2007_huc10,atmdep_so4_2008_huc10,atmdep_so4_2009_huc10,atmdep_so4_2010_huc10,atmdep_so4_2011_huc10,atmdep_so4_2012_huc10
6043,1.9080,1.5267,1.7869,1.8599,3.7463,1.9416,1.9718,1.8358,2.9086,1.7952,3.1754,2.5034,2.3180,2.3100,2.5866,1.6096,1.3017,1.9881,1.6175,1.3865,2.0572,1.9555,1.3084,1.2046,1.9178,1.4372,1.4861,1.4166
6044,1.8570,2.2142,2.2034,1.7747,2.4764,1.8521,2.3348,2.2110,3.1523,1.5769,2.1824,2.2069,1.1687,2.2585,2.5575,1.2878,0.9660,1.1505,0.9388,0.8924,1.5996,0.9584,0.7488,0.7024,1.2173,1.2042,1.0586,1.6842
6045,1.4661,2.5532,2.2335,1.4798,1.9869,1.4951,2.2379,2.4682,2.9202,1.7478,2.5167,2.6220,1.6314,3.7079,2.9962,2.3057,2.1812,3.3670,2.2763,2.4228,2.8103,2.7823,1.2445,0.9870,1.8532,2.4922,1.9684,1.8908
6046,1.6182,1.2660,1.2145,0.9816,1.4035,1.4670,1.4982,0.9372,1.6605,0.8884,1.8323,0.9031,0.8773,1.4921,1.3331,1.0969,0.7069,0.9666,0.7371,1.1565,1.6500,1.3911,0.8109,1.1336,2.3671,0.8151,0.7162,1.0910
6047,1.8659,1.3425,1.5382,1.2970,3.4905,1.3777,1.6790,1.3766,2.8385,1.4365,2.1664,1.9071,1.5475,1.8006,1.6294,1.3775,1.0129,1.6658,1.2911,1.4082,2.2338,2.4191,1.5777,1.6042,2.0838,1.8153,1.3185,1.6171
6048,1.8679,2.4483,2.2474,2.3652,2.0132,1.9249,1.7514,1.2739,2.4657,1.3852,1.6186,1.5683,0.8766,2.4074,2.1123,1.5499,1.7725,1.4378,1.5027,1.2185,1.7927,2.3982,0.6504,1.0468,1.4791,1.7900,1.7851,1.4114
6049,1.0332,1.3112,1.8564,1.1044,0.6038,1.2756,1.0996,1.2949,0.9745,0.9954,1.2386,0.5682,0.9450,2.1282,1.4185,0.7854,0.9484,1.1382,0.7535,0.9869,1.1738,0.6383,0.5903,0.4912,0.4042,0.7751,0.4501,0.5719
6050,2.3748,2.1385,1.9533,1.4272,3.4028,1.9716,2.4242,1.6358,2.9954,1.7628,3.4450,1.9353,1.9194,2.0165,2.2147,1.4475,1.0464,2.0486,1.1720,1.7065,2.1367,2.4297,1.4825,1.6698,2.3643,1.4777,1.3913,1.5230
6051,0.7777,0.6740,0.9892,0.7132,1.0472,0.5519,1.1130,1.0193,1.1568,0.8704,0.8042,0.6030,0.6696,0.9667,0.8413,0.7766,0.5580,0.3912,0.6003,0.6398,0.9842,0.5695,0.6552,0.5154,0.8055,1.0377,0.5727,0.7015
6052,1.0190,1.0285,1.1474,1.0764,1.2763,1.0466,1.4439,0.9934,1.4738,0.9423,1.1507,0.9602,0.7135,1.2963,1.2965,0.7842,0.5552,0.6241,0.8284,0.5993,0.8880,0.6158,0.4522,0.4624,0.6184,0.7576,0.6386,0.6926
6053,2.4446,1.3667,1.4479,1.4684,2.8371,1.6390,2.0529,1.2931,2.9181,1.7430,2.5912,1.4784,1.5754,2.0227,1.6653,1.4752,1.0651,1.6676,1.4037,1.4736,2.0052,2.3019,1.3454,1.5711,2.4338,1.8519,1.4221,1.7559
6054,0.7825,1.1485,1.6380,1.1536,0.5948,1.0731,0.9589,1.1090,0.7862,0.7641,0.9916,0.5314,0.9383,1.8899,1.2051,0.7042,0.8083,0.9037,0.7613,0.8520,1.0419,0.5972,0.4720,0.3783,0.3532,0.6262,0.3669,0.5482
6055,0.6307,0.8599,1.0327,0.9464,0.5040,0.7317,0.7412,0.9373,0.8344,0.6172,0.7472,0.5554,0.4087,1.1527,1.0878,0.6668,0.8838,0.5445,0.5612,0.5241,0.5214,0.8752,0.2778,0.3215,0.3297,0.7363,0.5007,0.4391
6056,1.5737,2.0199,2.2125,2.1222,1.5533,1.8466,1.6181,1.6464,1.9004,1.2752,1.6974,1.3937,0.8855,2.4254,2.2142,1.5786,1.7285,1.5300,1.2772,1.0521,1.5207,2.2474,0.6362,0.9730,1.1493,1.8745,1.4140,1.3073
6057,2.3522,2.6347,2.3180,1.7438,4.6086,1.9591,2.1858,1.9521,2.8959,2.2196,3.2803,2.1995,3.1225,3.0865,2.2108,2.1194,1.5488,2.1040,1.6981,2.0443,2.4903,2.7680,1.6695,1.6138,1.9706,2.1982,1.8706,2.0205
6058,1.8572,1.4224,1.5152,1.5807,1.8149,1.7385,1.7823,1.2139,2.7189,1.2781,2.5624,1.6032,1.1110,1.8831,1.8107,1.7732,0.9162,1.4992,1.3817,1.3674,2.0211,2.0567,1.2599,1.4484,2.3761,1.6140,1.0198,2.2014
6059,2.0327,1.9842,2.7188,1.8606,2.0285,2.4940,2.7862,2.6054,3.4215,1.6268,2.1527,1.2122,1.6358,2.5984,1.8657,2.1976,1.3812,1.6345,1.8220,2.0461,2.4175,1.6277,1.3723,1.6255,2.0161,3.7703,1.4343,3.0038
6060,2.6556,3.7319,3.3992,3.3629,4.5157,3.0622,3.7588,3.5839,4.4288,2.5256,4.2201,4.5512,2.4431,4.8109,5.0475,3.3440,2.3613,3.8028,2.5072,1.8938,2.5321,2.6990,1.5071,1.0591,1.7710,3.2353,2.8866,3.0502
6061,1.3709,1.2946,1.0928,0.7876,1.7131,1.0220,1.6203,0.8392,2.0002,1.0486,2.1292,0.9604,1.0873,1.4017,1.4204,0.9318,0.6450,1.0084,0.6485,1.0691,1.5674,1.4479,0.8804,0.8956,1.9184,0.7948,0.6307,1.0349
6062,1.5963,1.2098,2.2683,1.6549,1.9464,1.8733,1.2432,1.5674,1.5255,1.5283,1.8307,0.9799,1.7427,2.1228,1.6387,1.2652,1.0523,1.1207,1.2779,0.9284,1.5085,1.0421,0.7868,0.6068,1.0748,0.9527,1.0716,0.9944
6063,3.0557,1.7256,1.7115,1.9839,3.2673,1.8533,2.6316,1.5606,4.3510,2.0361,2.8664,1.7737,1.6093,2.1578,1.7335,1.8446,1.4272,1.9563,1.8365,1.6402,2.4456,2.5844,1.5372,1.6808,2.4584,2.5381,1.8052,2.2859
6064,1.5769,1.7056,1.7786,1.3523,1.3296,1.3613,2.1707,1.9764,1.8933,1.1246,1.2543,1.1306,1.0899,1.5082,1.4349,0.8460,0.7678,0.6167,0.6964,1.2100,2.1721,0.9600,0.9185,0.8218,1.0958,0.8340,1.0599,1.1862
6065,3.6497,3.5391,3.7675,4.1381,3.5870,3.4378,2.6244,1.7458,2.7760,2.2367,2.0006,2.5800,1.4189,3.1435,2.7448,1.9129,2.2822,2.1499,2.3213,1.5325,2.1035,3.3614,1.0542,1.4775,2.3425,2.4079,2.5414,1.9720
6066,0.5887,0.2689,0.5947,0.6571,0.5971,0.6468,0.3116,0.3401,0.5208,0.3943,0.5218,0.4058,0.2798,0.5893,0.6082,0.2724,0.2413,0.1986,0.3743,0.2244,0.2276,0.4601,0.1617,0.1664,0.2797,0.3043,0.2816,0.2110
6067,0.8649,0.7882,0.9835,0.8071,0.7697,0.6318,1.1000,1.0059,1.3511,0.7633,0.7367,0.6680,0.5627,0.9467,0.8117,0.6884,0.5262,0.3589,0.5884,0.5480,0.8678,0.4990,0.5157,0.4262,0.6559,0.7814,0.5379,0.5950
6068,1.0291,0.5856,0.9914,0.7757,0.7932,0.7566,1.0841,0.5968,1.3034,0.7757,1.0498,0.6729,0.5766,1.1923,0.7102,0.7853,0.4371,0.6131,0.6220,0.4453,0.8180,0.6228,0.4092,0.3992,0.6401,0.9128,0.7215,0.6554
6069,0.6663,1.0653,0.9803,0.8934,0.6466,0.8813,0.7500,0.8941,0.6479,0.6298,0.7620,0.4993,0.4264,0.9499,1.0530,0.3588,0.9129,0.8836,0.6455,0.6056,0.7848,1.1380,0.3105,0.5177,0.5049,0.7463,0.4898,0.4746
6070,1.4628,1.3914,2.8081,1.6369,1.8129,1.9133,1.2426,1.8374,1.5453,1.5210,1.7385,0.9334,1.7815,2.3172,1.6382,1.3267,1.0593,0.8988,1.0880,1.0073,1.5711,1.0580,0.8145,0.7026,0.9324,1.0335,1.0184,1.0707
6071,1.1231,0.9634,1.2324,0.9385,1.0344,1.1645,1.4342,1.2014,1.7329,0.8470,1.2252,0.6678,0.8762,1.3189,1.0428,1.2562,0.7210,0.7951,0.9740,1.0376,1.3046,0.7705,0.7493,0.7587,0.9992,2.0817,0.9170,1.6383
6072,5.2055,6.5296,5.8764,5.2683,4.3925,4.6914,5.6175,6.8231,6.3393,4.3044,4.6110,5.6827,3.7317,5.3042,5.5255,3.5888,3.3874,2.8593,3.1500,3.6995,6.1380,4.1366,3.1927,3.3361,3.3142,3.5265,3.6023,3.8786
6073,4.3090,5.0613,4.3247,3.5068,7.9746,4.6744,3.3567,4.0124,5.2632,4.3573,5.7861,4.4005,4.2437,4.2398,4.1886,3.2190,2.3257,2.9500,2.7161,2.7824,3.3682,3.4395,2.6554,2.4964,3.1703,2.8414,2.4473,2.3005
6074,2.5486,5.3311,4.5771,3.6086,3.8024,3.1091,3.7129,4.5043,4.6313,2.5545,4.3595,4.4640,2.6273,5.1056,5.1636,2.9167,2.9568,3.5511,3.0527,2.4191,4.3219,3.5190,1.8348,1.7084,2.6287,3.6670,2.8270,4.0471
6075,1.1250,1.2370,1.3182,1.2111,0.8999,0.9179,1.3174,1.1828,1.7551,0.8824,0.8891,0.9950,0.7916,1.3916,1.1152,0.9884,0.7398,0.5905,0.8571,0.7136,1.2796,0.6394,0.6729,0.6054,0.8060,0.8601,0.6285,0.8895
6076,1.0623,1.8932,1.8379,1.2331,1.8697,1.4124,2.2225,2.5708,3.1061,1.2548,2.7501,2.3395,1.4534,2.9732,2.8153,1.9599,1.5415,2.4634,2.2108,2.5288,2.5261,2.0749,0.9904,0.7531,1.7181,2.0734,1.8730,1.4364
6077,1.2326,0.5712,1.3079,1.0893,1.0289,1.1408,1.2464,0.8899,1.6819,0.9629,1.3403,0.8783,0.6594,1.3425,0.9464,0.8506,0.5791,1.0085,0.7675,0.5139,0.8086,0.7745,0.4329,0.4353,0.6613,0.8424,0.6972,0.7475
6078,2.8652,2.6691,2.2484,2.6828,2.9625,2.7276,2.6149,2.1911,4.1599,2.1566,3.9754,2.4582,1.8925,2.5667,2.9061,2.7470,1.5804,2.4527,2.3702,2.1548,2.9513,3.5827,2.0591,2.2815,3.6533,3.4334,2.1635,4.1607
6079,0.5246,0.7310,0.9614,0.8730,0.3844,0.5849,0.6818,0.8249,0.7369,0.5464,0.6654,0.4892,0.3748,1.0504,0.9835,0.5581,0.7868,0.4354,0.4787,0.4797,0.4129,0.7925,0.2284,0.2751,0.2584,0.6959,0.4605,0.3510
6080,1.2791,1.0762,2.2264,1.7921,1.2820,1.5062,1.4649,1.4054,1.2468,1.3386,1.4632,1.1264,1.0810,1.7821,1.4474,1.0158,1.1146,1.2650,1.2062,0.6482,0.8528,1.1093,0.6343,0.5053,0.8814,0.8184,0.8057,0.8572
6081,3.3480,3.0944,2.6867,2.2553,5.7112,3.0901,3.3622,2.2611,4.6239,2.5831,4.9437,3.2261,2.6504,2.7303,3.0119,2.0435,1.5000,3.0369,1.6442,2.2463,2.7413,3.4444,2.0149,2.4470,3.0450,2.0514,1.9764,2.1042
6082,1.0245,1.2921,1.0493,0.9513,1.1434,0.9290,1.2414,1.1395,1.5781,0.8508,1.1895,1.0464,0.9170,1.5718,1.3757,0.8562,0.6152,0.5314,0.9223,0.7790,1.4095,0.6736,0.5624,0.5575,0.8110,0.7908,0.7284,0.7435
6083,1.6482,3.5887,2.9942,2.2220,2.0102,1.5448,2.3668,2.5857,2.8326,1.4852,3.1464,3.0888,1.6914,4.0554,3.4762,2.2857,2.5890,4.1333,2.6214,1.9033,3.8082,3.8104,1.4553,1.7950,2.0882,3.5218,2.3198,2.8177
6084,3.1372,5.0124,4.5544,3.2066,3.4357,2.6264,3.8209,5.7900,5.0426,2.3532,4.0343,3.6268,2.9994,4.8725,4.8299,3.3536,3.0259,2.4110,2.4065,2.8439,5.0428,2.8433,1.9215,1.7251,3.6812,3.1634,2.6163,2.7988
6085,0.7129,0.4322,1.0650,1.0410,0.6803,0.9026,0.6029,0.5811,0.5287,0.6044,0.6045,0.4830,0.5016,0.8711,0.6259,0.4073,0.4631,0.4518,0.6972,0.3639,0.3422,0.5133,0.2944,0.2687,0.4897,0.3926,0.3407,0.3943
6086,1.3689,0.6532,1.1387,0.9183,1.9593,1.1238,1.2255,0.9456,2.2532,1.2844,1.9424,1.1490,1.1645,1.4390,1.3876,1.1284,0.7231,1.1326,1.0156,0.8008,1.2519,1.0761,0.5657,0.6828,1.0819,0.9482,0.6564,0.7281
6087,1.0241,0.6518,0.9748,0.8120,0.9463,0.7873,1.2135,0.6212,1.4451,0.8081,1.2705,0.8426,0.5904,1.2550,0.7883,0.8244,0.4521,0.7040,0.6335,0.4542,0.8399,0.6666,0.4379,0.4070,0.6842,0.9509,0.7118,0.7037
6088,3.1988,3.0960,3.9433,2.3067,1.8041,2.9760,2.5437,3.4223,2.3589,2.0893,2.3656,2.4045,3.5067,2.4222,1.9548,2.3095,1.8873,1.4622,1.3728,1.9285,2.0332,2.1676,1.5246,1.1375,1.5358,1.7105,1.6585,1.2655
6089,1.6189,0.9294,1.3529,1.3700,2.4973,1.4287,1.5482,1.1848,2.3630,1.4352,2.3069,1.5698,1.6205,1.8598,1.7238,1.3056,0.9674,1.5252,1.2176,0.9465,1.5594,1.3662,0.7421,0.8052,1.3812,1.1113,0.9413,0.9781
6090,1.4808,2.1058,1.5588,1.7095,2.5644,1.5750,1.6953,1.6837,2.2724,1.0910,2.1336,2.6352,1.2046,2.1674,2.5830,1.3227,1.0902,1.7756,0.6521,0.5214,0.6804,0.6891,0.4009,0.6483,0.4924,1.4201,1.3628,1.7301
6091,4.6850,4.2701,4.7498,5.4181,4.9254,4.3576,3.2908,2.2174,3.8291,2.7732,2.7235,3.3855,1.7767,3.9708,3.7766,2.4509,2.8256,2.7459,3.2767,1.8992,2.6649,4.4695,1.4391,1.8333,3.0432,3.1390,3.3917,2.6071
6092,1.7027,1.6995,3.1093,1.7383,1.8915,2.0386,1.3045,2.0998,1.8861,1.7143,1.9324,1.1200,1.8813,2.5507,1.8299,1.5543,1.1428,0.8903,1.1902,1.2561,1.7569,1.2110,0.9023,0.8598,0.9621,1.2058,1.0598,1.1904
6093,1.1949,1.4467,1.8888,1.0844,0.8783,1.4582,1.2442,1.5842,1.0955,1.1911,1.2753,0.6006,0.9992,2.2366,1.4394,0.9264,0.9000,1.0419,0.7573,1.0110,1.3297,0.8077,0.6405,0.5766,0.4998,0.8532,0.5185,0.6356
6094,3.2889,4.3139,4.1762,3.4537,4.7318,3.4549,4.2004,4.2493,5.6673,2.7762,4.3181,4.2106,2.4217,4.5062,5.0743,2.6965,2.4992,2.8954,1.7062,1.6628,3.0131,2.0078,1.4798,1.4495,2.4958,2.7238,2.0138,3.4445
6095,3.0474,4.4386,3.5882,2.3559,2.5408,2.4370,3.6629,3.7732,4.3408,2.4451,3.7677,3.8870,2.3177,4.9887,4.7187,3.1834,3.3010,4.3059,2.4626,2.3916,2.8820,3.3532,1.4775,1.6667,2.3554,3.1031,2.5891,3.1463
6096,2.3768,3.9825,4.1027,3.1722,2.9630,2.8358,2.9806,3.7071,3.8850,2.6007,3.5773,3.5688,2.3116,4.5252,4.2690,2.4715,2.7061,2.9901,2.8446,2.4308,4.1854,3.1852,1.9312,1.6552,2.2826,2.9832,2.3240,3.2386
6097,0.6142,0.3276,0.7711,0.5745,0.4995,0.5766,0.7204,0.4787,0.8341,0.5302,0.6833,0.5053,0.4810,1.0255,0.5867,0.5893,0.3870,0.4768,0.5210,0.3775,0.6505,0.3796,0.2459,0.2733,0.3387,0.5420,0.4342,0.4753
6098,1.5068,0.9096,1.0461,1.1596,2.1201,1.2559,1.2865,0.8701,1.9005,1.1863,2.0733,1.1152,1.1077,1.4164,1.3570,1.0579,0.6983,1.0655,0.9226,0.9768,1.5432,1.7689,0.8900,0.9383,1.7217,1.2166,0.8825,1.2473
6099,1.6096,2.3001,1.9340,1.4656,2.3705,1.4693,1.5104,1.2238,1.7311,1.6248,1.9017,1.2889,2.2311,1.9289,1.6628,1.5376,0.8959,1.1320,1.0130,1.1829,1.5100,1.2476,1.0642,0.9948,1.2483,1.1599,1.4717,1.0350
6100,0.6555,0.5331,0.7784,0.7322,0.7249,0.5077,0.9157,0.6593,1.1112,0.4969,0.5527,0.4874,0.5015,0.8875,0.6815,0.6201,0.4320,0.2678,0.5244,0.4762,0.8826,0.4129,0.4849,0.4357,0.5700,0.6732,0.4804,0.5226
6101,3.6803,3.0320,3.2745,2.1368,4.3491,3.8867,4.0791,2.5497,3.5182,2.0492,4.3817,2.3843,2.1640,3.2487,3.2896,3.0707,1.5037,2.9727,1.8512,2.7036,3.5834,3.4455,1.8705,2.2442,5.5187,1.8398,2.0198,3.1866
6102,1.8605,2.6604,2.6474,2.5086,1.8683,2.1413,1.8715,2.3680,2.1486,1.5713,2.0908,1.5661,1.0026,2.7138,2.8713,1.6942,2.1934,1.7910,1.6904,1.1668,1.8084,2.5857,0.8202,1.5125,1.5072,2.3999,1.4808,1.5518
6103,1.3560,1.8017,1.7392,1.3726,1.8260,1.5754,1.8125,1.8213,2.5643,1.0910,1.9264,1.9452,1.0202,2.4762,2.3169,1.6752,1.2238,1.6984,1.4068,1.3924,1.5368,1.7094,0.8011,0.5293,1.1925,1.5653,1.4024,1.1951
6104,2.4192,3.5989,3.4347,2.7963,4.0144,2.5158,3.2517,3.0741,4.6574,2.1267,3.5846,3.3756,2.1726,4.2732,4.2459,2.4070,2.2419,2.5028,1.6339,1.4284,2.8783,1.6630,1.1455,1.0559,2.1081,2.1037,1.6883,2.6388
6105,1.1065,2.1192,2.0063,1.3166,1.9187,1.4200,2.0357,2.4434,2.9399,1.2113,2.6794,2.1934,1.4932,3.2091,3.1064,2.0130,1.6983,2.7418,2.2974,2.4218,2.5760,2.0324,0.8265,0.7200,1.4564,1.9020,1.6006,1.4269
6106,1.1503,1.5906,1.5068,1.1709,1.4650,1.3437,1.5464,1.6683,2.2493,1.0986,1.7224,1.8802,1.0592,2.3846,2.1018,1.4362,1.2693,1.8288,1.3012,1.2031,1.2928,1.5037,0.6953,0.6267,1.1706,1.4588,1.2755,1.1229
6107,3.5375,4.0584,3.7828,3.8297,4.9409,3.4795,2.9117,2.9795,3.6317,2.7097,3.4092,4.9282,2.2706,4.2222,4.5687,2.5512,2.5301,3.0605,3.0599,1.7087,2.2811,3.5620,1.4413,1.4085,2.2674,2.9896,3.2133,2.9354
6108,2.6178,2.7072,1.9278,2.5605,2.5762,2.5468,2.4732,1.9967,3.7465,2.0925,3.9045,2.3631,2.1237,3.0799,2.8574,3.1163,1.7892,2.8198,2.6975,2.5544,3.2404,3.6267,2.0945,2.3007,3.6196,3.3954,2.1720,4.2710
6109,3.9790,3.1607,3.9073,3.6055,2.9574,3.6342,3.0040,4.3493,3.6943,3.2574,3.4257,3.5160,4.2511,3.3880,2.8882,3.4120,2.5554,2.1498,2.1363,2.1921,2.7401,2.5832,2.0346,1.8639,2.2700,2.4611,2.4042,1.9221
6110,1.0392,2.0370,2.1216,1.4865,1.4056,0.9463,1.7385,2.1588,2.4866,1.1641,2.6651,2.0384,1.1350,2.7116,3.0276,1.4760,1.6564,2.1061,1.6364,1.3929,2.2157,1.6313,0.5668,0.7848,1.1583,1.6764,1.1895,1.3255
6111,2.0223,1.4590,2.4542,2.0603,2.6465,2.1076,1.7816,2.1032,2.2964,1.8754,2.1108,1.4523,2.1438,2.2516,1.9026,1.8257,1.1574,1.4271,1.3243,1.1002,1.8369,1.5304,1.1603,0.9991,1.8899,1.3823,2.2664,1.6145
6112,1.6515,0.6855,1.8481,1.7434,1.1917,1.4691,1.2772,1.0453,1.0486,1.2179,1.4554,0.8925,0.8758,1.5531,1.3392,0.8343,0.7948,1.0254,1.1883,0.5657,0.6048,0.6740,0.4010,0.3310,0.6178,0.5588,0.5326,0.5184
6113,1.7272,1.9688,2.5320,1.8026,2.9389,2.1450,2.3354,2.6623,2.9053,1.5206,2.5868,2.3400,1.6009,3.2102,3.0527,2.2656,1.5519,2.4320,1.8712,1.7372,1.9158,1.9035,1.1163,0.6590,1.3670,1.9506,1.8261,1.7059
6114,1.8380,0.6752,1.9319,1.8336,1.7072,1.6827,1.5062,1.1718,1.3065,1.4226,2.1669,0.9520,1.1547,2.1105,1.6224,0.9523,0.9972,1.3571,1.2957,0.7693,0.9661,0.9395,0.5148,0.4245,0.8521,0.6423,0.6016,0.6282
6115,4.2241,4.7005,4.5103,3.5096,6.9592,4.6959,2.8787,4.1970,4.5253,3.9079,5.2096,4.1486,4.5338,4.1741,3.9488,3.4412,2.4811,3.1995,2.7753,3.0452,3.2429,3.4187,2.8337,2.9790,2.9878,2.7530,2.1842,2.4011
6116,1.1289,1.2491,2.1503,1.3866,1.2520,1.3850,1.0170,1.3551,1.1597,1.2700,1.2084,0.7299,1.1350,1.9768,1.3121,0.9498,0.8553,0.7987,0.8523,0.9083,1.3529,0.8502,0.5970,0.6099,0.6691,0.8784,0.6254,0.8091
6117,1.1990,1.9461,2.3576,2.1132,1.1825,1.7989,1.6236,1.7617,1.1699,1.1249,1.6176,0.9681,1.1841,2.2012,1.9916,0.9415,1.2469,1.2058,1.0213,1.0311,1.1863,0.9276,0.6480,0.5180,0.5576,0.8403,0.5781,0.7226
6118,1.3360,1.5104,1.7322,1.0001,2.5049,1.4606,1.6554,0.9584,2.1352,1.1412,3.2064,1.6450,1.5905,2.1138,1.7453,1.3330,0.7779,1.7666,1.0281,1.2491,1.6704,1.9820,1.1686,0.8365,1.4858,1.0586,1.0773,1.4293
6119,1.8007,0.6374,1.9174,1.8317,1.2720,1.5307,1.3647,1.0502,1.1187,1.2521,1.5318,0.8587,0.9645,1.8192,1.3856,0.9770,0.9689,1.2322,1.3286,0.6657,0.7992,0.6828,0.3938,0.3513,0.6190,0.5128,0.4857,0.4869
6120,0.4518,0.8047,1.3392,1.1477,0.4348,0.8008,0.7364,0.9201,0.5876,0.5037,0.8778,0.4288,0.6282,1.4470,1.1835,0.6190,0.8667,0.7814,0.7207,0.5738,0.7259,0.5442,0.3262,0.2603,0.2184,0.4795,0.2870,0.3873
6121,1.6858,3.3532,2.8854,1.7871,2.3530,1.7942,2.7414,2.9555,3.2590,1.6232,3.2929,3.1096,2.0139,4.4457,3.9091,2.5474,2.5668,3.8832,2.7760,2.7716,3.2624,3.1854,1.4051,1.2089,1.8555,2.9839,2.1314,2.2998
6122,1.7603,2.2760,1.7783,1.9692,2.6776,1.7041,1.5573,1.4904,1.7153,1.3975,2.1671,3.1344,1.2910,2.1389,2.8231,1.2081,1.0769,1.5520,0.9649,0.6044,0.7890,0.9903,0.4814,0.6468,0.6821,1.4764,1.4711,1.6800
6123,1.3097,3.1619,2.4190,1.5791,2.1681,1.3697,2.0906,2.4243,3.0364,1.2667,3.2880,2.7100,1.5775,3.4540,3.7503,2.0523,2.1428,3.6521,2.4176,2.2034,2.9347,2.4722,0.6821,0.8165,1.2480,1.8696,1.4710,1.8690
6124,0.9311,0.8044,0.9627,0.7002,0.6359,0.8937,1.0061,0.8161,1.2850,0.6604,0.8800,0.4755,0.6656,0.9687,0.7151,0.9391,0.4609,0.4713,0.7607,0.7771,1.0305,0.8077,0.6300,0.5789,0.9714,1.6433,0.6967,1.3689
6125,1.0553,1.0514,1.0416,1.0360,0.9672,1.0519,1.1393,1.2136,1.4110,0.7436,0.8656,0.9328,0.8496,1.2401,1.1080,0.7912,0.7051,0.5446,0.7371,0.7442,1.3896,0.7873,0.8494,0.8097,0.9338,0.6637,0.8188,0.8583
6126,0.5974,0.3440,0.7743,0.5744,0.5274,0.6409,0.7163,0.4990,0.7929,0.5264,0.6650,0.5371,0.4539,0.9414,0.6127,0.5163,0.3622,0.4670,0.4492,0.3356,0.5767,0.3440,0.2016,0.2289,0.2988,0.4888,0.3897,0.4294
6127,3.4685,3.6422,3.6843,2.9019,5.6044,3.7858,2.2322,3.6238,3.6677,2.8537,3.5861,3.1114,3.7763,3.5458,2.8192,3.1098,2.1652,2.7427,2.2447,2.5324,2.8282,2.6583,2.2532,2.1324,2.1379,2.1145,1.6378,1.7860
6128,0.9797,1.2404,1.0014,0.8362,1.1278,1.0501,1.2800,0.9302,1.6297,0.8362,1.1131,1.0990,0.8003,1.4941,1.2763,0.7949,0.5319,0.5590,0.7744,0.6529,1.2182,0.6075,0.5070,0.4062,0.7267,0.6748,0.6399,0.7153
6129,1.7763,1.0155,1.2462,1.3872,2.9091,1.4239,1.7577,1.3301,2.9488,1.8000,2.6085,1.9455,1.6596,1.7277,2.0238,1.4201,0.9422,1.7078,1.2217,1.0385,1.6516,1.6041,1.0629,1.1531,1.6694,1.4184,1.2052,1.1025
6130,2.6944,3.0577,2.6893,2.9300,2.7225,2.3090,2.0100,1.3515,3.0961,1.6012,1.8989,1.7418,0.9612,2.9670,2.2718,1.7989,2.0044,1.5607,1.8145,1.5103,2.3815,2.9078,0.7984,1.2282,1.9565,2.1121,2.2690,1.6276
6131,4.1146,4.5450,4.3066,4.3920,4.6720,3.5427,3.2071,2.7601,4.1565,2.8378,3.5713,4.2901,2.1265,4.2821,4.9166,2.7336,2.7741,2.9289,3.3819,1.9158,2.8470,4.2507,1.5511,1.5432,2.7253,3.1613,3.4771,2.7767
6132,2.7349,1.4816,1.5364,1.7136,3.1561,1.5215,2.5745,1.3429,4.1626,1.8680,2.6610,1.8775,1.4200,1.9008,1.6199,1.5447,1.1701,1.6627,1.6081,1.3720,2.2512,2.4811,1.2326,1.4261,2.0878,2.2517,1.6013,1.8443
6133,0.6593,0.3515,0.7119,0.5988,0.5518,0.6704,0.5900,0.4461,0.6803,0.4256,0.6131,0.5075,0.3082,0.8102,0.6261,0.3787,0.2815,0.3468,0.3862,0.2688,0.3549,0.3455,0.1473,0.2032,0.2622,0.3601,0.2787,0.2416
6134,0.8549,0.8958,1.1855,1.0414,0.7677,0.8427,0.8551,0.9111,1.3906,0.6703,1.0447,0.9411,0.5830,1.5237,1.3090,0.8231,0.8683,0.8570,0.6379,0.6631,0.7193,0.9397,0.3468,0.3969,0.6082,0.8453,0.7771,0.6230
6135,2.0677,1.4770,2.4690,2.1276,2.7448,2.2793,1.9442,2.1077,2.4401,2.0177,2.2986,1.6204,2.2799,2.5990,1.9855,1.8282,1.3138,1.7125,1.4581,1.2387,1.9850,1.8091,1.2943,0.9898,1.9297,1.3397,1.7721,1.5957
6136,0.9796,1.1015,1.2997,1.1867,1.0040,1.0625,0.9300,0.7783,1.3219,0.8236,0.8718,0.8737,0.4958,1.4384,1.1304,0.9556,0.9297,0.7891,0.7358,0.6947,0.8139,1.1787,0.3684,0.5027,0.6678,0.8990,0.8652,0.7168
